DataSet_Abstract;DataSet_Author;DataSet_PersistentIdentifier_PID;DataSet_PublicationDate;DataSet_RepositoryLink;DataSet_RepositoryName;DataSet_Title;DataSetId;GrantNumber
"For over 100 years, popular and scientific communities have suggested that colours have psychological and affective implications (Kaya & Epps, 2004; Major, 1895; Wexner, 1954). Yet, most claims remain unsubstantiated, including the assumption that the actual perception of colour is a key ingredient to any such supposed implication. Since 2015, we have been systematically studying and publishing results on colour-emotion associations for colour terms and colour patches using the same overall methodology, testing different populations. We could already show that emotion associations with colour terms are highly consistent across different cultures, but that consistencies are even higher when cultures share borders and languages (Jonauskaite, Abdel-Khalek, et al., 2019; Jonauskaite, Abu-Akel, et al., 2020; Jonauskaite, Wicker, et al., 2019). For a Swiss sample, we also found high consistencies for emotion associations with colour terms and colour patches (Jonauskaite, Parraga, et al., 2020). These results indicate that such associations are majorly driven by conceptual mechanism.To elaborate on this latter point, we manipulated perceptual colour experience by testing individuals with and without congenital red-green colour-blindness. The first group experiences colour perception deficiencies, but both groups’ conceptual knowledge is comparable. We asked congenital red-green colour-blind (n = 64) and non-colour-blind (n = 66) men to associate 12 colours with 20 emotion concepts, and rate the emotion intensities. About half of each group provided associations with colour terms, the remainder with colour patches. We found that colour-blind and non-colour-blind men associated similar emotions with colours, irrespective of whether colours were conveyed via terms (r = .82) or patches (r = .80). No differences occurred when we categorised emotions according to valence, arousal, and power. Of interest, the colour-emotion associations and the emotion intensities were not modulated by participants’ severity of colour-blindness (CBI). Hinting at some additional, although minor, role of actual colour perception, the consistencies in associations for words and patches were higher in non-colour-blind than colour-blind men.Together, these results suggest that colour-emotion associations in adults are driven more importantly by conceptual mechanisms than direct perceptual experience of colour. Therefore, intact colour vision is not essential for having shared colour-emotion associations. The current findings add to a growing body of literature that colour-emotion associations represent another psychological universal.";"Jonauskaite, Domicele; Mohr, Christine";https://forsbase.unil.ch/project/study-public-overview/17358/0/;2021-11-03T00:00:00Z;https://forsbase.unil.ch/project/study-public-overview/17358/0/;FORSbase;" Colour-emotion associations in individuals with and without congenital red-green colour-blindness";4F800C8D-F53D-4BA5-89A1-2B189ACDBAB4;175055
"In 2015, an ambiguous picture of a Dress triggered popular and scientific interest as different people perceive it having widely different colours. To help understand this phenomenon, we performed two studies. First, few days after the Dress appeared on the Internet, we projected the Dress to 240 students on a large screen (Experiment 1). The distribution of different colour perceivers partially confirms previous reports with the majority reporting seeing the Dress in blue and black (B&B; 48%) or white and gold (W&G; 38%). The third group of blue and brown (B&Br; 7%) viewers also emerged, and is worth further consideration. In a second, laboratory study, 57 participants used a computerized colour picker to precisely match colours of small squares (a) and vertical strips (b) cut out of the Dress picture, and the original Dress picture (c) (Experiment 2). Results indicated that lightness and chroma values of matched colours changed from B&B to B&Br to W&G viewers in contextualized images (b, c) only. Irrespective of viewer type or context conditions, the hues of the matched colours were either blue-purple (light parts of the Dress) or orange-yellow (dark parts). Finally, colours matched by B&B viewers were the closest to the colours displayed on the ambiguous Dress picture as compared to other viewer types. Our research supports the notion that the Dress effect emerges from differences in perceived lightness and chroma, but not hue. This phenomenon only occurs when all aspects of the picture are integrated, highlighting the importance of contextual information within the ambiguous Dress image.";"Jonauskaite, Domicele; Mohr, Christine";https://forsbase.unil.ch/project/study-public-overview/15066/0/;2017-11-03T00:00:00Z;https://forsbase.unil.ch/project/study-public-overview/15066/0/;FORSbase;The ambiguous #Dress image illusion;E88022BF-31FF-492D-93BD-90DAABFE95FE;175055
"";"Kliesch, Maria; Pfenninge, Simone E.";10.17605/OSF.IO/M9R2Q;2021-03-11T00:00:00Z;https://osf.io/m9r2q/;OSF;Cognitive and Socio-Affective Predictors of L2 Micro-Development in Late Adulthood: A Longitudinal Intervention Study;AA9C2FFC-03FC-4AFB-929E-43258229AF36;178698
Dieses Datenset war Teil der Datengrundlage zweier Artikel: https://doi.org/10.1016/j.dendro.2018.09.008 und https://doi.org/10.1371/journal.pone.0239425.;Gut, Urs;https://www.ncdc.noaa.gov/paleo-search/study/28576;;https://www.ncdc.noaa.gov/paleo-search/study/28576;ITRDB;Gut - Oberiberg-Gschwaendwald - PCAB - ITRDB SWIT374;274AB6FF-195C-4232-B82E-724E2BF50399;162299
"";"Pourtois, Gilles; Sander, David; Stussi, Yoann";DOI: 10.17605/OSF.IO/2FYHQ;2018-02-14T00:00:00Z;https://osf.io/2fyhq/;Open Science Framework;Enhanced Pavlovian aversive conditioning to positive emotional stimuli (CONBIASPOS);366D22E8-8A9C-41E4-A366-DC516F0A6B7E;159057
The database contains all raw data used in the Registered Report currently under Stage-2 reviewing at European Journal of Neuroscience.;Wicht, Corentin Aurèle;https://doi.org/10.5281/zenodo.5749398;2021-12-06T00:00:00Z;https://zenodo.org/record/5749398;Zenodo;Distinct brain networks involved in placebo analgesia between individuals with or without prior experience with opioids;E8736EED-4AFE-4E67-82B4-9BB54213CAD6;181689
A main puzzle in the sovereign debt literature is that defaults have only minor effects on subsequent borrowing costs and access to credit. This paper comes to a different conclusion. We construct the first complete database of investor losses (“haircuts”) in all restructurings with foreign banks and bondholders from 1970 until 2010, covering 180 cases in 68 countries. We then show that restructurings involving higher haircuts are associated with significantly higher subsequent bond yield spreads and longer periods of capital market exclusion. The results cast doubt on the widespread belief that credit markets “forgive and forget.” (JEL E43, F34, G15, H63);"Cruces, Juan J; Trebesch, Christoph";CrucesTrebesch2013;2013-07-01T00:00:00Z;https://www.aeaweb.org/articles?id=10.1257/mac.5.3.85;CrucesTrebesch2013;Sovereign Defaults: The Price of Haircuts;C605F417-119F-47D9-80CF-83A7EFFE2063;199469
"";Mele, Emanuele;10.17605/OSF.IO/R523Y;;https://osf.io/r523y/;Open Science Framework (OSF);Cultural Localization in Online Heritage Promotion;00716EB4-677E-46C6-95EE-209364183605;184140
This is an original longitudinal dataset providing information about the presence of immigrant-origin candidates on electoral voting lists in Switzerland. The dataset covers ballot lists of the seven main political parties encompassing municipal parliamentary elections across 17 Swiss municipalities between 1996 and 2018. Depending on data availability, the last three to six communal elections have been included. The dataset contains 1'731 immigrant-origin and 13'752 native candidates on 573 voting lists.;Nadler, Anna-Lena;10.7910/DVN/066P80;2022-06-10T00:00:00Z;https://dataverse.harvard.edu/dataset.xhtml?persistentId=doi:10.7910/DVN/066P80;"Harvard Dataverse ";"Immigrant-origin candidates in Switzerland Dataset ";7D65D91A-80BE-4623-A033-52BD37A709B5;194828
"";"Caro, Guillaume; Maltese, Alessandro; Mezger, Klaus; Pandey, Om Prakash; Upadhyay, Dewashish";https://doi.org/10.26022/IEDA/112197;2021-12-28T00:00:00Z;https://ecl.earthchem.org/view.php?id=2197;EarthChem;146Sm-142Nd whole rock isotope data on granitoids and mafic to ultramafic rocks form the Singhbhum and Bastar cratons, India;4F2F9C2C-7594-4505-B7F4-2258E4DD4D1A;191759
Corpora source 2016, 2017, 2018, feuille de données et clés d'annotation.;Farine, Léa;DOI 10.17605/OSF.IO/HFG8S;2023-01-12T00:00:00Z;https://osf.io/hfg8s/?view_only=cff84a7c82ba417a9f19333d96d3d0f2;OSF;"Corpus de conditionnels No Billag ";BED0C03F-B334-4AD0-9FFC-AE0EB20E87E1;200136
De novo assemblies of transcriptomes that broadly cover the phylogenetic diversity of Acanthaceae;"Antonelli, Alexandre; Conti, Elena; Morais, Erica B.; Schönenberger, Jürg; Szövényi, Péter";https://figshare.com/s/aa884dbe565dd1f453b2;2019-09-24T00:00:00Z;https://figshare.com;Figshare;Transcriptomes that broadly cover the phylogenetic diversity of Acanthaceae;6B8E048B-2015-4868-9DC5-04B2E80EE900;178372
"";"Antonelli, Alexandre; Conti, Elena; Morais, Erica B.; Schönenberger, Jürg; Szövényi, Péter";10.1002/aps3.11290;2019-09-24T00:00:00Z;https://www.ncbi.nlm.nih.gov/sra/?term=SRR8782583;NCBI;Raw data - transcriptome of Aphelandra aurantiaca;E7BAA91C-5102-4D19-BFAF-440E3DD54AE4;178372
"";"Fauchon-Jones, Edward; Ghosh, Shrobana; Hamilton, Eleanor; Hannam, Mark; Hoy, Charlie; Kalaghatgi, Chinmay; Khan, Sebastian; Kolitsidou, Panagiota; London, Lionel; Thompson, Jonathan; Vano-Vinuales, Alex; Yeeles, Dave";10.5281/zenodo.7673795;2023-02-24T00:00:00Z;https://doi.org/10.5281/zenodo.7673795;Precessing binary-black-hole numerical relativity catalogue (minimal data release);Precessing binary-black-hole numerical relativity catalogue (minimal data release);935B3CC2-D950-46A2-BBCB-533760DEA0FF;189876
We report the genome sequences of four strains isolated from a hydrangea plants that belong to the Xanthomonas hortorum species level clade but forms a new species.Short- and long-reads as well as the annotated genome assemblies and the complete 16S rRNA gene sequence (OU231258) were made publicly available at ENA and mirrored in the two other INSDC repositories (i.e., GenBank, DDBJ).;Pothier, Joël F.;PRJEB38813;2021-02-19T00:00:00Z;https://www.ebi.ac.uk/ena/browser/view/PRJEB38813;European Nucleotide Archive (ENA);Complete genome sequences of four Xanthomonas hortorum species level clade strains sequenced with short- and long-read technologies;F7A0CBBB-C6F0-4F18-9872-6601E02A1204;177064
Energyscope Calculator developed at the Swiss Federal Institute of Technology (EPFL), with additional indicators on the employment benefits of the energy transition.Together with the core of the calculator are one document and data sheet with a summary of the changes made to the structure of the National Input Output table for Switzerland, available here: https://www.bfs.admin.ch/bfs/en/home/statistics/national-economy/input-output.html and with the energy related sectors disaggregated here: https://www.aramis.admin.ch/Texte/?ProjectID=31264Access simply requires emailing the authors.;Moreau, Vincent;https://doi.org/10.5281/zenodo.1319297;2018-07-23T00:00:00Z;https://zenodo.org/record/1319298;Zenodo;Swiss-Energyscope calculator;07DA6030-63A9-474E-8D22-E7F5A2151486;173635
"";"Compagno, Loris; Farinotti, Daniel; Huss, Matthias; Round, Vanessa; Zekollari, Harry";http://doi.org/10.3929/ethz-b-000353109;2019-11-13T00:00:00Z;http://doi.org/10.3929/ethz-b-000353109;ETH Research Collection;Large hydropower and water storage potential in future glacier-free basins - dataset;0CEB27AE-6D33-4A6A-B854-55ECB1469790;154290
"This is the main data set for the publication ""The decarbonisation of Europe powered by lifestyle changes"".";"Costa, Luis; Moreau , Vincent";https://doi.org/10.5281/zenodo.4450344;2021-01-19T00:00:00Z;https://zenodo.org;Zenodo;The decarbonisation of Europe powered by lifestyle changes;861ED0E3-918E-48BB-9693-7E917C4160F5;173635
"";"Moreau, Vincent; Neves, Catarina Amarante De Oliveira; Vuille, François";Supplementary data;2019-05-01T00:00:00Z;https://Supplementary data;Supplementary data;Is decoupling a red herring? The role of structural effects and energy policies in Europe;ADF5CE59-91CD-403B-AD79-7275CFAA4C62;173635
The database contains all raw data used in the Registered Report currently under Stage-2 reviewing at Cortex.;Wicht, Corentin Aurèle;https://doi.org/10.5281/zenodo.4500849;2021-04-29T00:00:00Z;https://zenodo.org/record/4500849;Zenodo;Neural correlates of expectations-induced effects of caffeine intake on executive functions;818C9951-5951-45FF-90A1-096F120BCEEA;181689
Dieses Datenset war Teil der Datengrundlage zweier Artikel: https://doi.org/10.1016/j.dendro.2018.09.008 und https://doi.org/10.1371/journal.pone.0239425.;Gut, Urs;https://www.ncdc.noaa.gov/paleo-search/study/28577;;https://www.ncdc.noaa.gov/paleo-search/study/28577;ITRDB;Gut - Sool-Hohwald - PCAB - ITRDB SWIT375;88856186-167C-49C2-B7B3-4E232E1EDEC1;162299
Dieses Datenset war Teil der Datengrundlage zweier Artikel: https://doi.org/10.1016/j.dendro.2018.09.008 und https://doi.org/10.1371/journal.pone.0239425.;Gut, Urs;https://www.ncdc.noaa.gov/paleo-search/study/28584;;https://www.ncdc.noaa.gov/paleo-search/study/28584;ITRDB;Gut - Spiringen-Waengiwald - PCAB - ITRDB SWIT382;F766F392-2191-441E-9115-17DCA1BB683B;162299
"";Gut, Urs;https://doi.org/10.5281/zenodo.4452478;;https://zenodo.org/record/4452478;Zenodo;Tree-Ring Series Simulation Serialized R Objects;11F452B5-B20C-4C39-A67A-17566E26923D;162299
Dieses Datenset war Teil der Datengrundlage zweier Artikel: https://doi.org/10.1016/j.dendro.2018.09.008 und https://doi.org/10.1371/journal.pone.0239425.;Gut, Urs;https://www.ncdc.noaa.gov/paleo-search/study/28581;;https://www.ncdc.noaa.gov/paleo-search/study/28581;ITRDB;Gut - Elm-Raminerwald - PCAB - ITRDB SWIT379;FA8A72DA-34D8-4B56-8238-203E85C51B8B;162299
Dieses Datenset war Teil der Datengrundlage zweier Artikel: https://doi.org/10.1016/j.dendro.2018.09.008 und https://doi.org/10.1371/journal.pone.0239425.;Gut, Urs;https://www.ncdc.noaa.gov/paleo-search/study/28579;;https://www.ncdc.noaa.gov/paleo-search/study/28579;ITRDB;Gut - Unteriberg-Karenstockwald - PCAB - ITRDB SWIT377;A6F2275F-A600-4120-BCF6-B1946F3BA7CF;162299
Dieses Datenset war Teil der Datengrundlage zweier Artikel: https://doi.org/10.1016/j.dendro.2018.09.008 und https://doi.org/10.1371/journal.pone.0239425.;Gut, Urs;https://www.ncdc.noaa.gov/paleo-search/study/28571;;https://www.ncdc.noaa.gov/paleo-search/study/28571;ITRDB;Gut - Eschenbach-Cholwald - PCAB - ITRDB SWIT369;C269A6FC-2860-4F8E-8324-5AD7F87E4957;162299
"";Dandan, Pang;10.17605/OSF.IO/KCB4D;;https://osf.io/kcb4d/;Open Science Framework;Scrutinizing the components of Mindfulness: Insights from current, past and non-meditators;0F9C9FEC-B2CA-4267-B06C-014C6660420B;165465
"";Spirig, Judith;10.7910/DVN/XTWZZX;2021-02-22T00:00:00Z;https://doi.org/10.7910/DVN/XTWZZX;Harvard Dataverse;Replication Data for: When Issue Salience Affects Adjudication: Evidence from Swiss Asylum Appeal Decisions;E5442EBF-953B-44CE-9ADB-3E497661D0EE;159161
